SampleID	CollectionDate	Subject	Subj_Certainty	SampleCollectedBy	SampleNotes	n_dna_extractions	n_rna_extractions	n_seq_16s	ExtractID_RNA	ExtractDate_RNA	ExtractedBy_RNA	ExtractKit_RNA	ExtractBox_RNA	ExtractNotes_RNA	ExtractConc_RNA	ExtractID_DNA	ExtractDate_DNA	ExtractedBy_DNA	ExtractKit_DNA	ExtractBox_DNA	ExtractNotes_DNA	ExtractConc_DNA	SequenceID	Seq_16sDate	Pipeline	LibraryTube	LibraryBarcode	LibraryFinalConc	LibraryPoolVol_ul	LibraryCode
HDZ-317	2024-02-13	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-317-E1	2024-07-11	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		11	HDZ-317-S155	2024-07-22	16S	17	16S17	NA	NA	PL007
HDZ-318	2024-02-11	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-318-E1	2024-07-11	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		18	HDZ-318-S156	2024-07-22	16S	18	16S18	NA	NA	PL007
HDZ-319	2024-02-17	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-319-E1	2024-07-11	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		26	HDZ-319-S157	2024-07-22	16S	19	16S19	NA	NA	PL007
HDZ-320	2024-02-21	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-320-E1	2024-06-27	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		88	HDZ-320-S131	2024-07-18	16S	16	16S16	NA	NA	PL006
HDZ-321	2024-03-10	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-321-E1	2024-06-27	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		29	HDZ-321-S132	2024-07-18	16S	17	16S17	NA	NA	PL006
HDZ-322	2024-03-03	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-322-E1	2024-06-27	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		1	HDZ-322-S133	2024-07-18	16S	18	16S18	NA	NA	PL006
HDZ-323	2024-01-17	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-323-E1	2024-06-28	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		34	HDZ-323-S134	2024-07-18	16S	19	16S19	NA	NA	PL006
HDZ-324	2024-02-18	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-324-E1	2024-06-28	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		23	HDZ-324-S135	2024-07-18	16S	20	16S20	NA	NA	PL006
HDZ-325	2024-02-22	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-325-E1	2024-06-28	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		37	HDZ-325-S136	2024-07-18	16S	21	16S21	NA	NA	PL006
HDZ-326	2024-02-09	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-326-E1	2024-06-28	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		37	HDZ-326-S137	2024-07-18	16S	22	16S22	NA	NA	PL006
HDZ-327	2024-02-25	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-327-E1	2024-06-28	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		13	HDZ-327-S138	2024-07-18	16S	23	16S23	NA	NA	PL006
HDZ-328	2024-02-24	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-328-E1	2024-06-28	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		34	HDZ-328-S158	2024-07-22	16S	20	16S20	NA	NA	PL007
HDZ-329	2024-02-18	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-329-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		66	HDZ-329-S315	2024-09-06	16S	16	16S16	NA	NA	PL014
HDZ-330	2024-02-10	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-330-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		45	HDZ-330-S323	2024-09-09	16S	1	16S1	NA	NA	PL015
HDZ-331	2024-02-12	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-331-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		32	HDZ-331-S324	2024-09-09	16S	2	16S2	NA	NA	PL015
HDZ-332	2024-02-21	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-332-E1	2024-07-12	EK	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		27	HDZ-332-S168	2024-08-16	16S	7	16S7	NA	NA	PL008
HDZ-333	2024-02-19	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-333-E1	2024-07-12	EK	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		69	HDZ-333-S169	2024-08-16	16S	8	16S8	NA	NA	PL008
HDZ-334	2024-02-24	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-334-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		37	HDZ-334-S325	2024-09-09	16S	3	16S3	NA	NA	PL015
HDZ-335	2024-02-20	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-335-E1	2024-07-12	EK	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		28	HDZ-335-S257	2024-08-30	16S	4	16S4	NA	NA	PL012
HDZ-336	2024-02-12	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-336-E1	2024-07-11	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		52	HDZ-336-S159	2024-07-22	16S	21	16S21	NA	NA	PL007
HDZ-337	2024-03-08	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-337-E1	2024-07-11	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		43	HDZ-337-S160	2024-07-22	16S	22	16S22	NA	NA	PL007
HDZ-338	2024-03-10	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-338-E1	2024-07-11	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		69	HDZ-338-S161	2024-07-22	16S	23	16S23	NA	NA	PL007
HDZ-339	2024-03-08	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-339-E1	2024-08-09	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		76	HDZ-339-S252	2024-08-21	16S	22	16S22	NA	NA	PL011
HDZ-340	2024-03-18	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-340-E1	2024-08-28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		35	HDZ-340-S326	2024-09-09	16S	4	16S4	NA	NA	PL015
HDZ-341	2024-03-20	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-341-E1	2024-07-18	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		57	HDZ-341-S170	2024-08-16	16S	9	16S9	NA	NA	PL008
HDZ-342	2024-03-09	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-342-E1	2024-07-18	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		47	HDZ-342-S171	2024-08-16	16S	10	16S10	NA	NA	PL008
HDZ-343	2024-03-11	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-343-E1	2024-07-18	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		51	HDZ-343-S172	2024-08-16	16S	11	16S11	NA	NA	PL008
HDZ-344	2024-03-09	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-344-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		28	HDZ-344-S316	2024-09-06	16S	17	16S17	NA	NA	PL014
HDZ-345	2024-03-13	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-345-E1	2024-08-08	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		69	HDZ-345-S258	2024-08-30	16S	5	16S5	NA	NA	PL012
HDZ-346	2024-03-13	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-346-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		26	HDZ-346-S317	2024-09-06	16S	18	16S18	NA	NA	PL014
HDZ-347	2024-03-11	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-347-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		32	HDZ-347-S318	2024-09-06	16S	19	16S19	NA	NA	PL014
HDZ-348	2024-03-18	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-348-E1	2024-08-08	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		33	HDZ-348-S259	2024-08-30	16S	6	16S6	NA	NA	PL012
HDZ-349	2024-03-20	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-349-E1	2024-07-19	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		86	HDZ-349-S173	2024-08-16	16S	12	16S12	NA	NA	PL008
HDZ-350	2024-03-24	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-350-E1	2024-07-19	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		8	HDZ-350-S174	2024-08-16	16S	13	16S13	NA	NA	PL008
HDZ-351	2024-04-16	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-351-E1	2024-07-10	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		2	HDZ-351-S175	2024-08-16	16S	14	16S14	NA	NA	PL008
HDZ-352	2024-04-16	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-352-E1	2024-07-10	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		22	HDZ-352-S176	2024-08-16	16S	15	16S15	NA	NA	PL008
HDZ-353	2024-04-17	Culi	yes	HDZ Keepers		1	0	0	NA	NA	NA	NA	NA	NA	NA	HDZ-353-E1	2024-07-10	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		0	NA	NA	NA	NA	NA	NA	NA	NA
HDZ-354	2024-04-19	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-354-E1	2024-07-10	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		34	HDZ-354-S177	2024-08-16	16S	16	16S16	NA	NA	PL008
HDZ-355	2024-04-20	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-355-E1	2024-07-22	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		33	HDZ-355-S178	2024-08-16	16S	17	16S17	NA	NA	PL008
HDZ-356	2024-04-26	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-356-E1	2024-07-22	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		31	HDZ-356-S179	2024-08-16	16S	18	16S18	NA	NA	PL008
HDZ-357	2024-04-14	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-357-E1	2024-07-22	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		13	HDZ-357-S180	2024-08-16	16S	19	16S19	NA	NA	PL008
HDZ-358	2024-04-15	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-358-E1	2024-07-22	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		48	HDZ-358-S181	2024-08-16	16S	20	16S20	NA	NA	PL008
HDZ-359	2024-04-15	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-359-E1	2024-07-22	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		33	HDZ-359-S182	2024-08-16	16S	21	16S21	NA	NA	PL008
HDZ-360	2024-04-22	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-360-E1	2024-07-22	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		48	HDZ-360-S183	2024-08-16	16S	22	16S22	NA	NA	PL008
HDZ-361	2024-04-20	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-361-E1	2024-07-22	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		68	HDZ-361-S184	2024-08-16	16S	23	16S23	NA	NA	PL008
HDZ-362	2024-04-25	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-362-E1	2024-08-07	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		28	HDZ-362-S208	2024-08-21	16S	1	16S1	NA	NA	PL010
HDZ-363	2024-04-10	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-363-E1	2024-08-07	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		39	HDZ-363-S209	2024-08-21	16S	2	16S2	NA	NA	PL010
HDZ-364	2024-04-12	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-364-E1	2024-08-07	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		73	HDZ-364-S210	2024-08-21	16S	3	16S3	NA	NA	PL010
HDZ-365	2024-04-13	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-365-E1	2024-08-07	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		55	HDZ-365-S211	2024-08-21	16S	4	16S4	NA	NA	PL010
HDZ-366	2024-04-13	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-366-E1	2024-08-07	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		46	HDZ-366-S212	2024-08-21	16S	5	16S5	NA	NA	PL010
HDZ-367	2024-04-19	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-367-E1	2024-08-07	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		47	HDZ-367-S213	2024-08-21	16S	6	16S6	NA	NA	PL010
HDZ-368	2024-04-24	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-368-E1	2024-08-08	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		16	HDZ-368-S214	2024-08-21	16S	7	16S7	NA	NA	PL010
HDZ-369	2024-04-05	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-369-E1	2024-08-08	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		20	HDZ-369-S215	2024-08-21	16S	8	16S8	NA	NA	PL010
HDZ-370	2024-04-04	Culi	yes	HDZ Keepers	Whistling, confirmed breeding	1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-370-E1	2024-08-08	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		55	HDZ-370-S216	2024-08-21	16S	9	16S9	NA	NA	PL010
HDZ-371	2024-04-04	Warble	yes	HDZ Keepers	Whistling, confirmed breeding	1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-371-E1	2024-08-07	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		22	HDZ-371-S217	2024-08-21	16S	10	16S10	NA	NA	PL010
HDZ-372	2024-04-06	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-372-E1	2024-08-07	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		26	HDZ-372-S218	2024-08-21	16S	11	16S11	NA	NA	PL010
HDZ-373	2024-03-08	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-373-E1	2024-08-07	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		11	HDZ-373-S219	2024-08-21	16S	12	16S12	NA	NA	PL010
HDZ-374	2024-04-22	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-374-E1	2024-08-22	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		56	HDZ-374-S284	2024-08-30	16S	8	16S8	NA	NA	PL013
HDZ-375	2024-04-05	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-375-E1	2024-08-22	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		36	HDZ-375-S285	2024-08-30	16S	9	16S9	NA	NA	PL013
HDZ-376	2024-04-03	Warble	yes	HDZ Keepers	Warble and Culi resting together	1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-376-E1	2024-08-22	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		48	HDZ-376-S286	2024-08-30	16S	10	16S10	NA	NA	PL013
HDZ-377	2024-04-03	Culi	yes	HDZ Keepers	Warble and Culi resting together	1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-377-E1	2024-08-22	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		38	HDZ-377-S287	2024-08-30	16S	11	16S11	NA	NA	PL013
HDZ-378	2024-04-06	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-378-E1	2024-08-22	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		14	HDZ-378-S288	2024-08-30	16S	12	16S12	NA	NA	PL013
HDZ-379	2024-04-12	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-379-E1	2024-08-22	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		57	HDZ-379-S289	2024-08-30	16S	13	16S13	NA	NA	PL013
HDZ-380	2024-04-23	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-380-E1	2024-08-22	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		15	HDZ-380-S290	2024-08-30	16S	14	16S14	NA	NA	PL013
HDZ-381	2024-04-07	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-381-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		13	HDZ-381-S327	2024-09-09	16S	5	16S5	NA	NA	PL015
HDZ-382	2024-03-09	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-382-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		10	HDZ-382-S328	2024-09-09	16S	6	16S6	NA	NA	PL015
HDZ-383	2024-03-09	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-383-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		30	HDZ-383-S260	2024-08-30	16S	7	16S7	NA	NA	PL012
HDZ-384	2024-03-11	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-384-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		41	HDZ-384-S261	2024-08-30	16S	8	16S8	NA	NA	PL012
HDZ-385	2024-03-14	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-385-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		87	HDZ-385-S262	2024-08-30	16S	9	16S9	NA	NA	PL012
HDZ-386	2024-04-22	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-386-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		33	HDZ-386-S263	2024-08-30	16S	10	16S10	NA	NA	PL012
HDZ-387	2024-04-01	Warble	yes	HDZ Keepers	Warble vulva swollen	1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-387-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		46	HDZ-387-S264	2024-08-30	16S	11	16S11	NA	NA	PL012
HDZ-388	2024-04-01	Culi	yes	HDZ Keepers	Warble vulva swollen	1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-388-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		63	HDZ-388-S265	2024-08-30	16S	12	16S12	NA	NA	PL012
HDZ-389	2024-03-04	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-389-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		84	HDZ-389-S266	2024-08-30	16S	13	16S13	NA	NA	PL012
HDZ-390	2024-03-26	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-390-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		18	HDZ-390-S267	2024-08-30	16S	14	16S14	NA	NA	PL012
HDZ-391	2024-03-23	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-391-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		45	HDZ-391-S268	2024-08-30	16S	15	16S15	NA	NA	PL012
HDZ-392	2024-03-19	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-392-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		7	HDZ-392-S269	2024-08-30	16S	16	16S16	NA	NA	PL012
HDZ-393	2024-03-17	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-393-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		29	HDZ-393-S270	2024-08-30	16S	17	16S17	NA	NA	PL012
HDZ-394	2024-02-01	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-394-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		52	HDZ-394-S271	2024-08-30	16S	18	16S18	NA	NA	PL012
HDZ-395	2024-03-05	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-395-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		65	HDZ-395-S272	2024-08-30	16S	19	16S19	NA	NA	PL012
HDZ-396	2024-03-12	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-396-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		30	HDZ-396-S273	2024-08-30	16S	20	16S20	NA	NA	PL012
HDZ-397	2024-03-07	Unknown	no	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-397-E1	2024-08-19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		80	HDZ-397-S274	2024-08-30	16S	21	16S21	NA	NA	PL012
HDZ-398	2024-03-07	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-398-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		21	HDZ-398-S329	2024-09-09	16S	7	16S7	NA	NA	PL015
HDZ-399	2024-03-06	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-399-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		40	HDZ-399-S330	2024-09-09	16S	8	16S8	NA	NA	PL015
HDZ-400	2024-03-06	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-400-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		44	HDZ-400-S331	2024-09-09	16S	9	16S9	NA	NA	PL015
HDZ-401	2024-04-02	Culi	yes	HDZ Keepers	Culi scrotum swollen, begin breeding access	1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-401-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		30	HDZ-401-S332	2024-09-09	16S	10	16S10	NA	NA	PL015
HDZ-402	2024-03-31	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-402-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		20	HDZ-402-S333	2024-09-09	16S	11	16S11	NA	NA	PL015
HDZ-403	2024-03-30	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-403-E1	2024-08-23	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		4	HDZ-403-S334	2024-09-09	16S	12	16S12	NA	NA	PL015
HDZ-404	2024-03-27	Warble	yes	HDZ Keepers	2nd Warble sample for this date, DNA/RNA Shield is a little yellow, but uncertain if there is actual sample 	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
